"Project ID","Compliance Program ID","Cooperative/ Aggregate ID","Project Developer","Project Owner","Project Name","Offset Project Operator","Authorized Project Designee","Verification Body","Project Type","Status","Compliance Program Status","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","SDG Impact","Project Notes","Total Number of Offset Credits Registered ","Project Listed Date","Project Registered Date","Documents","Data","Project Website",
"CAR1193","N/A","","Sustainable Energy Solutions LLC","Sustainable Energy Solutions LLC","Turkey Trot Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Citronelle Alabama","ALABAMA","US","","","","","","","View","View","",
"CAR1216","CAFR5316","","The Conservation Fund","The Conservation Fund","Twin Lakes Forest Project","The Conservation Fund","None","","Improved Forest Management - ARB Compliance","Completed","Inactive","Iron County, Wisconsin","WISCONSIN","US","","","Project is not moving forward","","10/30/2015","","View","View","",
"CAR1337","CALS6337","","Maas Energy Works, Inc.","Maas Energy Works, Inc.","Two Fiets Digester","Two Fiets","Maas Energy Works","","Livestock - ARB Compliance","Registered","Active ARB Project","Tipton CA","CALIFORNIA","US","","","","51755","03/24/2020","08/20/2020","View","View","",
"CAR1517","N/A","","Maas Energy Works, Inc.","Maas Energy Works, Inc.","Two Fiets Digester","Two Fiets","Maas Energy Works, Inc.","","Livestock Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Tipton","CALIFORNIA","US","","","","29493","11/03/2021","11/09/2022","View","View","",
"CAR620","N/A","","Republic Services of North Carolina, LLC","Republic Services of North Carolina, LLC","Upper Piedmont Landfill","","","SCS Global Services","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Person County","NORTH CAROLINA","US","","","","72567","04/08/2010","10/18/2011","View","View","",
"CAR782","N/A","","Republic Services of Kentucky, LLC","Republic Services of Kentucky, LLC","Upstate Regional Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Enoree","SOUTH CAROLINA","US","","","","391511","11/18/2010","05/22/2013","View","View","",
"CAR2055","CAMM5743","","Keyrock Environment,LLC","Keyrock Environment,LLC","Urling Abandoned Mine Methane Recovery Project","Keyrock Environment, LLC","None","First Environment of California, Inc.","Mine Methane Capture - ARB Compliance","Registered","Active ARB Project","Shelcota","PENNSYLVANIA","US","","","","5937","01/02/2025","05/29/2025","View","View","",
"CAR730","N/A","","Usal Redwood Forest Company, LLC","Usal Redwood Forest Company, LLC","Usal Redwood Forest","","","","Improved Forest Management","Completed","Not ARB or WA ECO Eligible","Mendocino County","CALIFORNIA","US","","","","3918782","08/03/2010","10/28/2015","View","View","www.rffi.org",
"CAR1139","CAFR5281","","Usal Redwood Forest Company, LLC","Usal Redwood Forest Company, LLC","Usal Redwood Forest - IFM","Usal Redwood Forest Company LLC","None","S&A Carbon, LLC","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County","CALIFORNIA","US","","","","2622419","02/27/2015","12/08/2016","View","View","www.rffi.org",
"CAR577","N/A","","Biothermica Coal Carbon Inc.","Biothermica Coal Carbon Inc.","VAMOX� Demonstration Project at JWR Shaft No. 4-9","","","","Coal Mine Methane - VAM","Completed","Not ARB or WA ECO Eligible","BROOKWOOD","ALABAMA","US","","","","80766","01/28/2010","06/01/2010","View","View","www.biothermica.com",
"CAR1141","CAFR5171","","Fred M Van Eck Forest Foundation for Purdue University","Fred M Van Eck Forest Foundation for Purdue University","Van Eck Forest","Fred M Van Eck Forest Foundation for Purdue University","The Pacific Forest Trust","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Humboldt County","CALIFORNIA","US","","","Reported under CAR101 prior to transition to the ARB Compliance Offset Protocol","62329","02/27/2015","01/28/2019","View","View","",
"CAR1245","CALS5345","","Maas Energy Works, Inc.","Maas Energy Works, Inc.","Van Steyn Dairy Digester","Maas Energy Works","None","","Livestock - ARB Compliance","Completed","Terminated","Sacramento County","CALIFORNIA","US","","","","8414","11/15/2016","02/24/2018","View","View","",
"CAR1396","N/A","","Maas Energy Works, Inc.","Maas Energy Works, Inc.","Van Steyn Dairy Digester","Maas Energy Works","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Sacramento County","CALIFORNIA","US","","","This is CAR1245 reporting as a voluntary project for one reporting period","3476","03/13/2020","06/02/2020","View","View","",
"CAR1064","CALS5060","","Native, a Public Benefit Corporation","Native, a Public Benefit Corporation","Van-Erk Dairy Digester Project","Van-Erk Dairy, LLC","NativeEnergy, Inc.","","Livestock - ARB Compliance","Completed","Terminated","Haviland","OHIO","US","","","Reported under CAR890 prior to transition to the ARB Compliance Offset Protocol","10076","05/09/2014","01/21/2015","View","View","",
"CAR949","N/A","","Environmental Credit Corp.","Environmental Credit Corp.","Vander Haak Dairy","","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Whatcom County; Lynden","WASHINGTON","US","","","","3639","12/23/2011","07/16/2014","View","View","",
"CAR1101","CALS5101","","ClimeCo LLC","ClimeCo LLC","Vander Haak Dairy COP","ClimeCo Corporation","None","","Livestock - ARB Compliance","Completed","Terminated","Lynden, Washington","WASHINGTON","US","","","Missed OPDR deadline","9199","12/18/2014","10/28/2016","View","View","",
"CAR1146","CALS5176","","Camco Offsets I, LLC","Camco Offsets I, LLC","Vanderhyde Dairy","Dairy Energy, Inc.","Camco Offsets I, LLC","","Livestock - ARB Compliance","Completed","Terminated","269 Van Der Hyde Dairy Rd, Chatham, VA 24531","VIRGINIA","US","","","Missed OPDR deadline","26642","02/25/2015","06/30/2016","View","View","",
"CAR944","N/A","","Camco International Group, Inc.","Camco International Group, Inc.","Vanderhyde Dairy","Camco International Group, Inc.","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Chatham, VA","VIRGINIA","US","","","","22251","01/12/2012","02/27/2013","View","View","",
"CAR793","N/A","","Verdeo McElroy LLC","Verdeo McElroy LLC","Verdeo McElroy VAM Abatement Project","","","","Coal Mine Methane - VAM","Completed","Not ARB or WA ECO Eligible","McElroy Mine, Cameron, Marshall County","WEST VIRGINIA","US","","","","197411","12/30/2010","02/07/2013","View","View","www.sindicatum.com/verdeo",
"CAR1265","CALS5365","","Philip Verwey Farms","Philip Verwey Farms","Verwey Hanford Dairy Digester","Philip Verwey Farms","Ag Methane Advisors, LLC","First Environment of California, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","Kings County","CALIFORNIA","US","","","","395613","06/21/2017","03/14/2018","View","View","",
"CAR1291","CALS5391","","Philip Verwey Farms","Philip Verwey Farms","Verwey Madera Dairy Digester","Philip Verwey Dairy, Inc.","Ag Methane Advisors, LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","Madera County","CALIFORNIA","US","","","","80170","02/05/2018","08/03/2020","View","View","",
"CAR1398","N/A","CARC1397","The Climate Trust","The Nature Conservancy","Veseth and Veseth Ranch","","","SCS Global Services","Avoided Grassland Conversion","Registered","Not ARB or WA ECO Eligible","Phillips County","MONTANA","US","","","","22838","03/09/2020","03/10/2023","View","View","",
"CAR2248","CALS7248","","California Bioenergy, LLC","California Bioenergy, LLC","Vierra Biogas LLC","Vierra Biogas LLC","California Bioenergy LLC","","Livestock - ARB Compliance","Listed","Proposed Project","Merced County","CALIFORNIA","US","","","","","03/10/2026","","View","View","https://calbioenergy.com/",
"CAR2134","CAFR7134","","Vimark Inc.","Vimark Inc.","Vimark-Trione","Vimark, Inc.","None","S&A Carbon, LLC","Improved Forest Management - ARB Compliance","Listed","Proposed Project","Northern Sonoma and southern Mendocino counties.","CALIFORNIA","US","","","","","07/25/2025","","View","View","",
"CAR1160","CAFR5160","","The Nature Conservancy","The Nature Conservancy","Virginia Conservation Forestry Program - Clifton Farm","The Nature Conservancy","None","TUV SUD America, Inc.","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Russell and Tazewell Counties, Virginia; near Rosedale","VIRGINIA","US","","","Reported under CAR686 prior to transition to the ARB Compliance Offset Protocol","85135","02/27/2015","10/04/2017","View","View","http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml",
"CAR686","N/A","","The Nature Conservancy","The Nature Conservancy","Virginia Conservation Forestry Program - Clifton Farm","The Nature Conservancy","","","Improved Forest Management","Transitioned","Not ARB or WA ECO Eligible","Russell & Tazewell Counties; near Rosedale","VIRGINIA","US","","","","88497","10/01/2010","05/21/2013","View","View","www.nature.org/wherewework/northamerica/states/virginia/",
"CAR1159","CAFR5159","","The Nature Conservancy","The Nature Conservancy","Virginia Conservation Forestry Program - Rich Mountain","The Nature Conservancy","None","TUV SUD America, Inc.","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Washington and Russell Counties, Virginia; near Saltville","VIRGINIA","US","","","","145774","02/27/2015","10/04/2017","View","View","http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml",
"CAR696","N/A","","The Nature Conservancy","The Nature Conservancy","Virginia Conservation Forestry Program - Rich Mountain","The Nature Conservancy","","Environmental Services, Inc.","Improved Forest Management","Transitioned","Not ARB or WA ECO Eligible","Russell & Washington Counties, NW of Saltville","VIRGINIA","US","","","","197247","10/01/2010","05/20/2013","View","View","www.nature.org/wherewework/northamerica/states/virginia/",
"CAR1147","CAFR5147","","The Nature Conservancy","The Nature Conservancy","Virginia Conservation Forestry Program - Tazewell - Elk Garden","The Nature Conservancy","None","S&A Carbon, LLC","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Russell, Washington, and Tazewell Counties, Virginia","VIRGINIA","US","","","Reported under CAR697 prior to transition to the ARB Compliance Offset Protocol","249891","02/27/2015","01/10/2018","View","View","http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml",
"CAR697","N/A","","The Nature Conservancy","The Nature Conservancy","Virginia Conservation Forestry Program - Tazewell - Elk Garden","","","","Improved Forest Management","Transitioned","Not ARB or WA ECO Eligible","Russell, Washington, and Tazewell Co. near Tazewel","VIRGINIA","US","","","","295364","10/01/2010","06/19/2014","View","View","www.nature.org/wherewework/northamerica/states/virginia/",
"CAR1032","CAFR5037","","The Nature Conservancy","The Nature Conservancy","Virginia Highlands I","CF Highlands, LLC","None","S&A Carbon, LLC","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Russell, Buchanan and Dickenson Counties; southwestern Virginia","VIRGINIA","US","","","","412505","01/02/2014","01/24/2015","View","View","",
"CAR436","N/A","","Scott Solid Waste Disposal Company","Scott Solid Waste Disposal Company","Volunteer Regional Landfill","","","Agri-Waste Technology, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Oneida","TENNESSEE","US","","","","874863","05/05/2009","10/13/2009","View","View","",
"CAR2114","CAMM5537","","Keyrock Environment,LLC","Keyrock Environment,LLC","Wabash Abandoned Mine Methane Recovery Project","Keyrock Environment LLC","None","","Mine Methane Capture - ARB Compliance","Registered","Active ARB Project","Keensburg","ILLINOIS","US","","","","286753","03/06/2025","08/20/2025","View","View","none",
"CAR989","CALS5019","","CI Score Solution, LLC","CI Score Solution, LLC","Wakker Digester","Wakker Biogas, LLC","CI Score Solution, LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","Keewaunee","WISCONSIN","US","","","","63138","08/12/2013","03/19/2015","View","View","",
"CAR1206","CAFR5306","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Wapiti Woods I","Aurora Sustainable Lands","None","TUV SUD America, Inc.","Improved Forest Management - ARB Compliance","Completed","Terminated","Logan and Mingo Counties","WEST VIRGINIA","US","","","","322654","10/28/2015","12/10/2018","View","View","",
"CAR1186","CAFR5286","","The Conservation Fund","The Conservation Fund","Wapiti Woods II","Wapiti Woods, LLC","The Conservation Fund","","Improved Forest Management - ARB Compliance","Completed","Inactive","Lincoln County","WEST VIRGINIA","US","","","","","10/22/2015","","View","View","",
"CAR1008","N/A","","Washington Beef, LLC","Washington Beef, LLC","Washington Beef LLC Greenhouse Gas and Solids Reduction Project","","","Agri-Waste Technology, Inc.","Organic Waste Digestion","Registered","Not ARB or WA ECO Eligible","Yakima County","WASHINGTON","US","","6. Clean Water and Sanitation;13. Climate Action","","236053","07/18/2013","08/05/2014","View","View","",
"CAR1126","CALS5126","","Camco Offsets I, LLC","Camco Offsets I, LLC","West River Farm Anaerobic Digester Project","Riverview, LLP","Camco Offsets I, LLC","","Livestock - ARB Compliance","Completed","Terminated","Morris","MINNESOTA","US","","","","60461","02/04/2015","03/17/2016","View","View","",
"CAR450","N/A","","Camco International Group, Inc.","Camco International Group, Inc.","West River Farm Anaerobic Digester Project","Camco International Group, Inc.","N/A","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Morris","MINNESOTA","US","","","","116445","05/15/2009","04/22/2010","View","View","NA",
"CAR1315","CALS6315","","California Bioenergy, LLC","California Bioenergy, LLC","West Star North Dairy","ABEC #2 LLC","California Bioenergy LLC","SES, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","Buttonwillow","CALIFORNIA","US","","","","187599","09/05/2018","09/04/2019","View","View","http://calbioenergy.com/",
"CAR1471","N/A","CARC1581","Bank of Montreal","Derek Westman LLC","Westman Grasslands Project","","","TUV SUD America, Inc.","Canada Grassland","Completed","Not ARB or WA ECO Eligible","County of Vermillion River","ALBERTA","CA","","","Project Completed at the request of the project developer. 12/23/2024","","04/12/2023","","View","View","",
"CAR1157","CALS5157","","Camco Offsets I, LLC","Camco Offsets I, LLC","WestPoint Dairy Digester","Environmental Products and Technologies Corporation","Camco Offsets I, LLC","","Livestock - ARB Compliance","Completed","Terminated","Wendell","IDAHO","US","","","","","02/27/2015","","View","View","",
"CAR1404","CAFR6404","","Sierra Pacific Industries","Sierra Pacific Industries","Wetsel","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","Proposed Project","El Dorado and Amador Counties","CALIFORNIA","US","","","Combined into CAR1409 moving forward","","08/17/2020","","View","View","",
"CAR1158","CALS5158","","Camco Offsets I, LLC","Camco Offsets I, LLC","Whitesides Dairy Digester","Environmental Products and Technologies Corporation","Camco Offsets I, LLC","","Livestock - ARB Compliance","Completed","Terminated","Rupert","IDAHO","US","","","","","02/27/2015","","View","View","",
"CAR885","N/A","","Environmental Credit Corp.","Environmental Credit Corp.","Will-O-Crest Farms Livestock Project","Environmental Credit Corp.","N/A","First Environment, Inc.","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Ontario County","NEW YORK","US","","","","2376","10/06/2011","09/21/2012","View","View","",
