"Program","Project ID","Project Name","Proponents","Authorized Representative Organization Name","Sectoral Scope","PUBLIC_VIEW_REPORTS_PROJECTS.pubReportsProjectsList.AFOLUActivities","Methodology","Estimated Average Annual Emission Reductions and Carbon Dioxide Removals","Sustainable Development Contributions","Validator","Region","Country","State/Province","Estimated Project Start Date","Crediting Period Duration Start Date","Crediting Period Duration End Date","Crediting Period Term","Project Registration Date","Status"
"Verified Carbon Standard","4849","Renove ALM Brazil","Multiple Project Proponents","","Agriculture Forestry and Other Land Use, Livestock, enteric fermentation, and manure management","ALM","VM0041 (Version NA), VM0042 (Version NA)","130205","","TÜV Rheinland Energy & Environment GmbH","Latin America","Brazil","","21 Aug 2023","21 Aug 2023","20 Aug 2053","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","4445","RePL Recycling plastic project","H201 Co., Ltd (PP)","","Waste handling and disposal","","AMS-III.AJ. (Version NA)","42551","","KBS Certification Services Limited","Asia","Indonesia","Banten","01 Jan 2022","01 Jan 2022","31 Dec 2028","1","","Inactive"
"Verified Carbon Standard","1712","Replacement of existing luminaires with LED lighting luminaires in several buildings across 12 Town Councils in Singapore","Multiple Project Proponents","","Energy demand","","AMS-II.C. (Version NA)","13158","","Bureau Veritas India Private Limited","Asia","Singapore","Singapore","04 Mar 2017","04 Mar 2017","03 Mar 2027","1","06 Apr 2020","Registered"
"Verified Carbon Standard","940","Replacement of existing luminaires with LED lightings in common areas of residential buildings","Multiple Project Proponents","","Energy demand","","AMS-II.C. (Version NA)","2397","","Bureau Veritas India Private Limited","Asia","Singapore","","29 Mar 2011","29 Mar 2011","28 Mar 2021","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","2968","Replacement of ICLs by LED lamps in India","AGS Carbon Advisory (PP)","","Energy demand","","AMS-II.C. (Version NA)","53799","","Earthood Services Limited","Asia","India","","24 Jun 2022","24 Jun 2022","23 Jun 2032","1","10 Feb 2023","Registered"
"Verified Carbon Standard","3412","Replacement of ICLs by LED lamps in India – Project 2","AGS Carbon Advisory (PP)","","Energy demand","","AMS-II.C. (Version NA)","53799","","Earthood Services Limited","Asia","India","Multiple states in India","01 Oct 2022","01 Oct 2022","30 Sep 2032","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","3059","Replacement of ICLs with LED lamps in Gujarat, India","AGS Carbon Advisory (PP)","","Energy demand","","AMS-II.C. (Version NA)","53799","","Earthood Services Limited","Asia","India","Gujarat","02 Jun 2022","02 Jun 2022","01 Jun 2032","1","05 Jan 2023","Registered"
"Verified Carbon Standard","3598","REPLACING SYNTHETIC NITROGEN FERTILIZER WITH IN-SEASON NITROGEN SOURCES THAT FIX AND SUPPLY NITROGEN TO AGRICULTURAL CROPS","Pivot Bio, Inc. (PP)","","Agriculture Forestry and Other Land Use","ALM","VM0022 (Version NA)","1000","","SCS Global Services","North America","United States of America","MN","01 Jan 2021","01 Jan 2022","31 Dec 2031","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","1503","RESEX Rio Preto-Jacundá REDD+ Project","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","REDD","VM0015 (Version NA)","151801","","Rainforest Alliance, Inc. (Rainforest Alliance)","Latin America","Brazil","municipalities of Machadinho d’Oeste and Cujubim","01 Oct 2012","01 Oct 2012","30 Sep 2042","1","14 Jun 2016","Registered"
"Verified Carbon Standard","6066","Resilient Futures: Advancing Carbon Reduction with Livelihood growth for Women & MSME’s","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","15106","","","Asia","India","","01 Jun 2026","01 Jun 2026","31 May 2066","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","5970","Respira Patagonia","Gestión de inversiones Plan-C SPA (PP)","","Agriculture Forestry and Other Land Use, Livestock, enteric fermentation, and manure management","ALM","VM0042 (Version NA)","867709","","Earthood Services Limited","Latin America","Chile","","13 Dec 2024","13 Dec 2024","12 Dec 2044","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","3429","Restoration and Conservation of Dry Afromontane Forest in the Highlands of Eastern Tigray","WeForest (PP)","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version 2)","94936","","","Asia","Ethiopia","","01 Jan 2018","01 Jan 2018","31 Dec 2067","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","3763","Restoration in the Manduvirá region of Paraguay","Román Beño","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","48256","","","Latin America","Paraguay","","15 Oct 2019","15 Oct 2019","14 Oct 2049","1","","Withdrawn"
"Verified Carbon Standard","5127","Restoration of burned-out forests through the carbon-sequestration plantation in forest-steppe zone","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","7215","","Earthood Services Limited","Europe","Russian Federation","Voronezh Oblast","01 Dec 2021","01 Dec 2021","30 Nov 2071","1","","Rejected by Administrator"
"Verified Carbon Standard","576","Restoration of degraded areas and reforestation in Cáceres and Cravo Norte, Colombia","Asorpar Ltd.","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA), AR-AM0005 (Version NA)","80000","","KBS Certification Services Limited","Latin America","Colombia","Antioquia and Arauca","01 Feb 2002","02 Feb 2002","01 Feb 2032","1","06 Apr 2020","Registered"
"Verified Carbon Standard","4436","RESTORATION OF DEGRADED LAND TO ENHANCE TREE COVER AND IMPROVE LIVELIHOODS OF FARMERS IN INDIA","Pernod Ricard India Foundation","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version 2)","3726","","4K Earth Science Private Limited","Asia","India","","26 Jun 2022","26 Jun 2022","25 Jun 2042","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","2792","Restoration of Degraded Mangroves and Sustainable Development in Myanmar","Worldview International Foundation (PP)","","Agriculture Forestry and Other Land Use","ARR","AR-AM0014 (Version NA)","70285","","4K Earth Science Private Limited","Asia","Myanmar","Ayeyarwady Division","20 Aug 2020","01 Sep 2020","31 Aug 2040","1","07 Feb 2024","Verification approval requested"
"Verified Carbon Standard","3333","Restoration of degraded mangroves as a climate change mitigation and adaptation strategy in Asia CPA 1","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ARR","AR-AM0014 (Version NA)","322622","","Carbon Check (India) Private Ltd.","Asia","Myanmar","Yangon and Mon","13 Feb 2019","13 Feb 2019","12 Feb 2039","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","3892","RESTORATION OF HOMESTEAD LAND OF POOR RURAL COMMUNITIES IN ASSAM & MEGHALAYA","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ALM,ARR","AR-ACM0003 (Version 2)","170282","","4K Earth Science Private Limited","Asia","India","","01 Jan 2024","01 Jan 2024","31 Dec 2043","1","21 Aug 2024","Registered"
"Verified Carbon Standard","4481","Restore Africa: Restoring trees and livelihoods in Kenya","Global Evergreening Alliance","","Agriculture Forestry and Other Land Use","ARR","Methodology Under Development (Version NA)","44788","","","Africa","Kenya","","01 Oct 2022","01 Oct 2022","30 Sep 2052","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","4748","RESTORED PRODUCTIVE LANDSCAPES IN THE MAGDALENA RIVER MIDDLE BASIN IN COLOMBIA","FUNDACIÓN PROYECTO PRIMATES - FPP","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","231","","Colombian Institute for Technical Standards and Certification (ICONTEC)","Latin America","Colombia","Antioquia and Santander","01 Feb 2023","01 Feb 2023","31 Jan 2053","1","","Registration requested"
"Verified Carbon Standard","2553","Restoring Degraded Lands for Biodiversity Conservation and Livelihood Development in Brazil","Saving Nature, Inc. (PP)","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version 2)","7666","","Earthood Services Limited","Latin America","Brazil","Rio de Janiero","20 Sep 2017","01 Oct 2017","30 Sep 2057","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","5774","ReTerra Brazil","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ALM","VM0042 (Version NA)","717000","","","Latin America","Brazil","Mato Grosso and Others","11 Nov 2024","11 Nov 2024","10 Nov 2074","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","5808","Return to Thicket Restoration Project","Return to Thicket (Pty) Ltd. (PP)","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","381024","","Earthood Services Limited","Africa","South Africa","Eastern Cape","17 Jun 2025","17 Jun 2025","16 Jun 2055","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","65","Reunidas Ceramic Switching Non-Renewable Biomass Project","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","AMS-I.E. (Version 9)","5553","","Earthood Services Limited","Latin America","Brazil","Tocantins","01 Jun 2006","01 Oct 2017","30 Sep 2027","2","06 Apr 2020","Registered"
"Verified Carbon Standard","2085","Revegetation with fruit trees in North Manica Province, Mozambique","Agrimoz S.a r.l.","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","30799","","AENOR CONFIA, S.A. (UNIPERSONAL)","Africa","Mozambique","North Manica Province","28 May 2015","28 May 2015","27 May 2035","1","15 Jul 2020","Registered"
"Verified Carbon Standard","5503","Revfin Sustainable Mobility Financing Initiative","Multiple Project Proponents","","Transport","","AMS-III.C. (Version NA)","348617","","VKU Certification Private Limited","Asia","India","New Delhi","01 Jan 2024","01 Jan 2024","31 Dec 2033","1","","Registration and verification approval requested"
"Verified Carbon Standard","4517","Revive Environment Improved Cookstove Project in Pakistan","Revive Environment Pvt. Ltd. (PP)","","Energy demand","","VM0050 (Version NA)","2950723","","Earthood Services Limited","Asia","Pakistan","Sindh province","18 Nov 2023","18 Nov 2023","17 Nov 2033","1","16 Apr 2025","Registered"
"Verified Carbon Standard","5437","Rewetting of the Paltinskoye Peatland for Climate Resilience in Perm Krai","Peatland Ecosystems FZ-LLC (PP)","","Agriculture Forestry and Other Land Use","WRC","VM0036 (Version NA)","2813","","EPIC Sustainability Services Private Limited","Europe","Russian Federation","Perm Krai","01 Jul 2025","01 Jan 2026","31 Dec 2065","1","","Rejected by Administrator"
"Verified Carbon Standard","4255","Rewilding Maforki","Rewilding Maforki Limited (PP)","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","162456","","Earthood Services Limited","Africa","Sierra Leone","Nothern Provice","25 Jun 2022","25 Jun 2022","24 Jun 2072","1","","Registration requested"
"Verified Carbon Standard","820","RFC Grouped Wind Projects Phase I","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","3064","","Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)","North America","United States of America","IN","18 Jun 2010","18 Jun 2010","17 Jun 2020","1","06 Apr 2020","Verification approval requested"
"Verified Carbon Standard","1119","RFC Grouped Wind Projects Phase II","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","3160","","First Environment, Inc. (First Environment)","North America","United States of America","IN","21 Nov 2013","23 Nov 2013","22 Nov 2023","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","180","Rialma Companhia Energética I S/A. – Santa Edwiges I Small Hydro Power Plant - Small Scale CDM Project","Rialma Companhia Energética I S.A.","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","13138","","Bureau Veritas India Private Limited","Latin America","Brazil","State of Goiás (Midwest of Brazil)","01 Sep 2006","02 Nov 2020","01 Nov 2027","3","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","2403","Riau Ecosystem Restoration Carbon Project","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","REDD,WRC","VM0007 (Version 1.6)","6870411","","Earthood Services Limited","Asia","Indonesia","Riau Province","17 Jun 2016","17 Jun 2016","16 Jun 2073","1","20 Oct 2021","Verification approval requested"
"Verified Carbon Standard","2620","Ribeirinho REDD+ Project","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","REDD","VM0015 (Version NA)","1521662","","4K Earth Science Private Limited","Latin America","Brazil","state of Para","01 Jul 2018","01 Jul 2018","30 Jun 2048","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","285","Rice husk based Co generation project at Dujana unit of KRBL Limited","KRBL Limited (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","17781","","TÜV NORD CERT GmbH","","India","Uttar Pradesh","10 Oct 2005","06 Apr 2020","05 Apr 2030","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","908","Rice Husk Based Thermal Energy Generation Project at Thot Not","Wilmar International Limited (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.C. (Version NA), AMS-III.E. (Version NA)","44232","","Bureau Veritas India Private Limited","Asia","Viet Nam","","01 Jul 2012","01 Jul 2012","30 Jun 2022","1","29 Oct 2012","Late to Verify"
"Verified Carbon Standard","293","Rice husk fired boiler of 6 ton capacity for process steam generation at Sukhbir","Sukhbir Agro Energy Limited","","Energy industries (renewable/non-renewable sources)","","AMS-I.C. (Version NA)","12422","","TÜV NORD CERT GmbH","Asia","India","Punjab","28 Mar 2006","28 Mar 2006","27 Mar 2026","1","20 Jan 2010","Late to Verify"
"Verified Carbon Standard","760","Rice Husk Fired Boiler of 8 ton capacity for process steam generation, at Sara Textiles Limited, Baddi, Nalagarh, Himachal Pradesh","Sara Textiles Ltd. (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.C. (Version NA)","13645","","Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)","Asia","India","District of Solan in Himachal Pradesh","16 Dec 2005","28 Mar 2006","27 Mar 2016","1","13 Jan 2012","Late to Verify"
"Verified Carbon Standard","153","Rick husk based cogeneration plant (5 MW) at Shibzada Ajit Singh Nagar District, Punjab by M/s Nahar Industrial Enterprises limited.","Nahar Industrial Enterprises Limited (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.C. (Version NA)","44820","","Det Norske Veritas Climate Change Services AS (DNV)","Asia","India","Punjab","01 Jan 2004","01 May 2007","30 Apr 2017","1","31 Jul 2009","Late to Verify"
"Verified Carbon Standard","4234","RIDI Grouped Hydro Solar Power Project in Nepal","RIDI POWER COMPANY LIMITED","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","38598","","TÜV SÜD South Asia Private Limited","Asia","Nepal","Nepal","22 Aug 2021","22 Aug 2021","21 Aug 2028","1","23 Jul 2025","Registered"
"Verified Carbon Standard","103","RIMA Fuel Switch in Bocaiúva","RIMA Industrial S/A","","Energy industries (renewable/non-renewable sources)","","AMS-I.C. (Version NA)","28849","","SGS United Kingdom Ltd. (SGS)","Latin America","Brazil","Minas Gerais","01 Apr 2006","01 Apr 2006","31 Mar 2016","1","15 Jul 2009","Registered"
