,Project ID,Project Name,Country,Other Countries Involved,Methodology,Project Size,Investment Analysis Option,Barrier Analysis,Emission Factor Data Vintage,Emission Factor Weights,Validator,Estimated Emission Reductions,Actual Emission Reductions
0,IGES06570,Gansu Zhuoni Niuzi 30MW Hydropower Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,DNV-CUK,1605721.5616438356,696212.0
11243,IGES00081,Zhejiang Guodian Beilun Ultra-supercritical Power Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0013;,LARGE,None,None,N.A.,N.A.,SGS,4626537.197260274,0.0
11244,IGES03860,Rafard Bagasse Cogeneration Project (RBCP),Brazil,No Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,BVQI,173723.96712328767,0.0
11245,IGES03811,Propal Plant Two Screw Press Methane Avoidance and Energy Efficiency Project,Colombia,United Kingdom of Great Britain and Northern Ireland,AMS-IIB; AMS-IID; AMS-IIIE;,SMALL,None,None,N.A.,N.A.,SGS,202815.5506849315,0.0
11246,IGES03511,"Methane Recovery Project of Jiangsu Fenjinting Qilong Brewing Co., Ltd.",China,Japan,AMS-IC; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,JCI,632203.1589041096,0.0
11247,IGES03510,"Methane Recovery Project of Donghai Taihe Agricultural Products Co., Ltd.",China,Japan,AMS-IC; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,JCI,595062.9863013698,0.0
11248,IGES02151,Costa Pinto Bagasse Cogeneration Project (CPBCP),Brazil,No Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,BVQI,246769.54520547946,0.0
11249,IGES01231,"2.7 MW Bundled Grid connected Wind Electricity Generation at Tamil Nadu, India.",India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,BVQI,62467.1095890411,0.0
11250,IGES01855,Boskor Renewable Electricity Plant (BREP),South Africa,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,SGS,140138.3835616439,0.0
11251,IGES01123,"10 MW Waste Heat Recovery (WHR) project by Deepak Steels and Power Limited, India",India,No Additional Countries,AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,DNV,258500.80273972603,0.0
11252,IGES03959,Rice husk based Cogeneration Projects at a cluster of rice mills,India,No Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,DNV,513750.71506849315,0.0
11253,IGES01387,"5MW Wind Mill Project of RBD by M/s.Rakesh Builders Developers in Tirunelveli District, Tamil Nadu, India",India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,RWTUV,101527.80821917808,0.0
11254,IGES00085,Grid connected electricity generation using natural gas by the Vemagiri Power Generation Ltd.,India,No Additional Countries,AM0029;,LARGE,None,None,N.A.,N.A.,RWTUV,7648654.947945205,0.0
11255,IGES04784,Yunnan Mengdianhe & Mengjiahe Hydropower Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,None,None,N.A.,N.A.,DNV,1558480.7342465753,0.0
11256,IGES04722,"Yangquan Yinying Coal Mine Methane (CMM) Power Generation Project of Yangquan City, Shanxi Province, P.R.China",China,United Kingdom of Great Britain and Northern Ireland,ACM0008;,LARGE,None,None,N.A.,N.A.,DNV,1053660.2301369866,0.0
11257,IGES04480,"Utilisation of waste pressure from regeneration loop for power generation, India",India,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,DNV,2064860.0,0.0
11258,IGES02694,"Grid electricity displacement through biomass gasification in the mushroom industry in Central Java, Indonesia",Indonesia,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,None,None,N.A.,N.A.,KEMCO,246467.50684931508,0.0
11259,IGES02476,Fuel switch from lignite to biomass for hot air & steam generation at Hindustan Gum & Chemicals Limited in Gujarat,India,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,SGS,152022.47671232876,0.0
11260,IGES02325,"Energy Efficiency Improvement by installation of 3 MW Cogeneration Captive Power Plant by Andhra Organics Limited, Andhra Pradesh",India,No Additional Countries,AMS-IIB;,SMALL,None,None,N.A.,N.A.,RWTUV,70689.36164383561,0.0
11261,IGES01590,Application of Biogas System in Palmoil Factory Wastewater Management by Modern Green,Thailand,Germany,AMS-ID; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,SGS,484192.6191780822,0.0
11262,IGES04716,Yancheng Fengji Biomass Cogeneration Project,China,Italy,ACM0006;,LARGE,None,None,N.A.,N.A.,LRQA,1638034.9999999995,0.0
11263,IGES03854,Quata Cogeneration Project - a Zilor Project Activity,Brazil,No Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,DNV,216076.5369863014,0.0
11264,IGES03284,Laguna Landfill Methane Flaring,Brazil,No Additional Countries,ACM0001;,LARGE,None,None,N.A.,N.A.,SGS,156877.0,0.0
11265,IGES04517,"VIL Waste Heat Recovery Project, India",India,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,LRQA,144030.0,0.0
11266,IGES01680,Bagasse based cogeneration project activity by Jay Mahesh Sugar Industries Ltd,India,No Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,SGS,967284.9369863014,0.0
11267,IGES01185,16.25 MW Baggase / Biomass based co-generation,India,No Additional Countries,ACM0002; ACM0006;,LARGE,None,None,N.A.,N.A.,TUEV-RHEIN,289999.4301369863,0.0
11268,IGES04565,Waste heat recovery based Cogeneration project at Abu Zaabal Fertilizers and Chemicals Company,Egypt,United Kingdom of Great Britain and Northern Ireland,AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,BVQI,382902.8054794521,0.0
11269,IGES03940,Replacement of conventional Stoker boiler by energy efficient Atmospheric Fluidized Combustion boiler,India,No Additional Countries,AMS-IIB;,SMALL,None,None,N.A.,N.A.,RWTUV,236764.84931506845,0.0
11270,IGES04215,Sichuan Miyi Wuguishi Hydropower Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,None,None,N.A.,N.A.,RWTUV,955628.8767123286,0.0
11271,IGES03429,Marilia/Arauna Landfill Gas Project,Brazil,No Additional Countries,ACM0001;,LARGE,None,None,N.A.,N.A.,SGS,229514.79452054793,0.0
11272,IGES04233,Sichuan Xiaoxing 24MW Hydropower Station Project,China,Switzerland,ACM0002;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,718116.9534246575,0.0
11273,IGES04228,Sichuan Sibangou 24MW Hydropower Station Project,China,Switzerland,ACM0002;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,679938.0164383561,0.0
11274,IGES03153,Jilin Jinyuan 1st Stage 4.5 MW Cement Waste Heat Recovery Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0012;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,267483.2630136986,0.0
11275,IGES02676,"Grid connected renewable electricity generation project in Tamil Nadu, India",India,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,SGS,855534.3287671233,0.0
11276,IGES01143,11.3 MW Bundled Wind Energy Project in Tamil Nadu,India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-RHEIN,240945.99452054792,0.0
11277,IGES00001,"BRASCARBON Methane Recovery Project BCA-BRA-08, Brazil",Brazil,United Kingdom of Great Britain and Northern Ireland,AMS-IIID;,SMALL,None,None,N.A.,N.A.,DNV,322020.98630136985,0.0
11278,IGES04525,Wanpahe Erji 5MW Hydropower Project in Yunnan Province,China,Switzerland,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,145418.89315068498,0.0
11279,IGES04163,Sibayak Geothermal Power Plant,Indonesia,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,SGS,502567.65205479454,0.0
11280,IGES01948,CAAL Biomass Electricity Generation Project,Brazil,"Netherlands, Kingdom of the",AMS-IC; AMS-IIIE;,SMALL,None,None,N.A.,N.A.,SGS,62534.46575342465,0.0
11281,IGES01723,Beijing TaihangQianjing Cement Waste Heat Recovery for Power Generation Project,China,No Additional Countries,AMS-ID; AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,358418.1698630137,0.0
11282,IGES01403,"6.0 MW Biomass based power project of Jyothi bio energies Limited, Andhra Pradesh",India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,307854.3205479452,0.0
11283,IGES04843,Zhejiang Longyou Biomass Cogeneration Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0006;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,1077924.7232876713,0.0
11284,IGES04266,Small-scale Reforestation for Landscape Restoration,China,No Additional Countries,AR-AMS0001;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,151980.0,0.0
11285,IGES02448,FR Cement Corporation (now Republic Cement Corporation) - Partial Replacement of Fossil Fuel by Rice Husk Biomass in the Production of Portland Cement,Philippines,France,ACM0003;,LARGE,None,None,N.A.,N.A.,DNV,945538.9808219178,0.0
11286,IGES01406,6.0MW Hainan Nanraohe Hydropower Station,China,"Netherlands, Kingdom of the",AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,195523.55342465753,0.0
11287,IGES03601,"Natural Gas Based Combined Cycle Power Generation, at Kothapeta, East Godaveri, Andhra Pradesh, India.",India,No Additional Countries,AM0029;,LARGE,None,None,N.A.,N.A.,DNV,8660902.2,0.0
11288,IGES02646,Greenhouse Gas (GHG) mitigation Project of Waste Management System,China,Japan,ACM0010;,LARGE,None,None,N.A.,N.A.,SGS,189001.7671232877,0.0
11289,IGES02984,Iguacu Cogeneration Project,Brazil,United Kingdom of Great Britain and Northern Ireland,AMS-IC; AMS-IIIE;,SMALL,None,None,N.A.,N.A.,SGS,99249.8301369863,0.0
11290,IGES02315,Energy efficiency and fuel switch project at GHCL Ltd.,India,No Additional Countries,AMS-IID;,SMALL,None,None,N.A.,N.A.,SGS,146850.2219178082,0.0
11291,IGES03742,PFC Emission Reductions at Alcoa Aluminio S.A. - Pocos de Caldas - Brazil,Brazil,No Additional Countries,AM0030;,LARGE,None,None,N.A.,N.A.,DNV,210222.2465753425,0.0
11292,IGES03137,Jiangxi Suichuan Qingxiu Small Bundling Hydropower Project,China,Japan,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,396789.23835616437,0.0
11293,IGES00087,Biomass-fed cogeneration plant in Kocani (Macedonia),North Macedonia,Italy,AMS-IC;,SMALL,None,None,N.A.,N.A.,SGS,229523.0,0.0
11294,IGES02383,Energy Efficient Design Project – OLYMPIA,India,No Additional Countries,AMS-IIE;,SMALL,None,None,N.A.,N.A.,SGS,251708.9424657534,0.0
11295,IGES01539,AMSA Landfill Gas Project,Guatemala,United Kingdom of Great Britain and Northern Ireland,ACM0001;,LARGE,None,None,N.A.,N.A.,AENOR,286447.0684931507,0.0
11296,IGES03908,REFAP Waste Pressure Power Generation Project,Brazil,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,DNV,234038.56438356164,0.0
11297,IGES01769,"Biomass based cogeneration project at Manali, India.",India,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,BVQI,504948.304109589,0.0
11298,IGES04571,Waste heat recovery based power plant at Haldia,India,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,DNV,7570113.435616438,0.0
11299,IGES04529,"Waste Effluents Based Cogeneration System by Sovereign Distilleries Limited, Karnataka, India",India,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,SGS,102618.10684931507,0.0
11300,IGES04404,Thermoelectric Power Plant of 20MW driven by biomass originating from recently-planted energy forest dedicated to the project – UTE RONDON II,Brazil,No Additional Countries,AM0042;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,1024930.7260273973,0.0
11301,IGES03950,REVAP Waste Pressure Power Generation Project,Brazil,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,DNV,11353.109589041096,0.0
11302,IGES04592,"Waste Heat Recovery project at TVS Motor Company Limited, India",India,No Additional Countries,AMS-IID;,SMALL,None,None,N.A.,N.A.,BVQI,104338.57808219177,0.0
11303,IGES01477,"9 MW biomass based cogeneration power project in a rice milling facility, Andhra Pradesh, India.",India,No Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,BVQI,304523.4082191781,0.0
11304,IGES01174,"15 MW captive Power plant based on waste heat recovery from flue gases from Sponge iron plants at SAL Steel Ltd in the State of Gujarat, India",India,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,TUEV-RHEIN,1006405.6520547945,0.0
11305,IGES02136,Composting of the waste water at Distillery Unit of Baghauli Sugar & Distillery Ltd,India,No Additional Countries,AMS-IIIF;,SMALL,None,None,N.A.,N.A.,SGS,496566.00821917807,0.0
11306,IGES01412,6.4MW Hainan Gushitan Small Scale Hydropower Project,China,"Netherlands, Kingdom of the",AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,175878.1726027397,0.0
11307,IGES04563,Waste Heat Recovery Based Captive Power Plant by Crest Steel and Power Private Limited,India,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,RWTUV,287238.67397260276,0.0
11308,IGES01239,2×180MW Natural Gas Fired Cogeneration Project in Guangzhou Nansha Thermal Power Plant,China,United Kingdom of Great Britain and Northern Ireland,AM0029;,LARGE,None,None,N.A.,N.A.,TUEV-RHEIN,3814273.282191781,0.0
11309,IGES01152,12 MW Waste Heat Recovery based captive Power Plant by M/s Topworth Steels Private Limited,India,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,RWTUV,515521.2,0.0
11310,IGES01667,AWMS-MAP-KORBA-BILASPUR-KABIRDHAM,India,No Additional Countries,ACM0010;,LARGE,None,None,N.A.,N.A.,SGS,1432682.408219178,0.0
11311,IGES01413,6.4MW Hainan Limushan Diaodengling Small Scale Hydropower Project,China,"Netherlands, Kingdom of the",AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,227392.2821917808,0.0
11312,IGES01347,4.8MW Hainan Xiaonanping Second Cascade Small Hydropower Project,China,"Netherlands, Kingdom of the",AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,154912.43013698634,0.0
11313,IGES01317,3MW Hainan Fuguang Small Scale Hydropower Project,China,"Netherlands, Kingdom of the",AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,85623.45205479453,0.0
11314,IGES01086,"1.25 MW Wind Power Project by Hindustan Gum & Chemicals Ltd., Gujarat, India",India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,SGS,23376.40273972603,0.0
11315,IGES00202,CEMEX Colombia. Blended cement project,Colombia,No Additional Countries,ACM0005;,LARGE,None,None,N.A.,N.A.,DNV,1270768.0602739723,0.0
11316,IGES04840,Zhejiang Honghuo Cement Plant 7.5MW Waste Heat Recovery (WHR) and Utilisation for Power,China,United Kingdom of Great Britain and Northern Ireland,AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,KEMCO,242196.75616438355,0.0
11317,IGES03546,Multipurpose Baba Hydroelectric Project,Ecuador,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,2232937.0,0.0
11318,IGES02862,Henan Qinyang Biomass Cogeneration Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0006;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,3098288.61369863,0.0
11319,IGES01055,"“5 MW Brahm Ganga Hydro – Electric Project” at Kullu district of Himachal Pradesh State, India, by M/s Harisons Hydel Construction Company Private Limited (HHCCPL)",India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,262191.81369863014,0.0
11320,IGES04558,Waste Heat Recovery at Bindal Sponge Limited,India,United Kingdom of Great Britain and Northern Ireland,AMS-IC; AMS-ID; AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,SGS,415043.6794520548,0.0
11321,IGES04561,"Waste Heat Recovery Based Captive Power Plant at Maheshwary Ispat Limited, Khuntuni, Cuttack, Orissa",India,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,DNV,652908.8301369863,0.0
11322,IGES01587,Apertadinho Small Hydroeletric Power,Brazil,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,RWTUV,1422289.561643836,0.0
11323,IGES04490,Utilization of Producer gas generated through Bamboo Dust Gasification as a fuel at Hindustan Paper Corporation Limited,India,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,SGS,100987.66027397262,0.0
11324,IGES03928,Renewable energy generation in isolated electric system in Rondônia/Brazil,Brazil,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,RWTUV,336552.18082191783,0.0
11325,IGES03518,Mini Hydel Power Project at Khammam,India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,RWTUV,100286.23561643834,0.0
11326,IGES02116,"Coke waste heat utilization project at Wenfeng, China",China,United Kingdom of Great Britain and Northern Ireland,ACM0012;,LARGE,None,None,N.A.,N.A.,SGS,654504.0657534247,0.0
11327,IGES02115,"Coke waste heat utilization project at Qinyuan, China (Mingyuan Phase II)",China,United Kingdom of Great Britain and Northern Ireland,ACM0012;,LARGE,None,None,N.A.,N.A.,SGS,1090893.7972602737,0.0
11328,IGES02114,Coke waste heat utilisation project at Pingyao China,China,United Kingdom of Great Britain and Northern Ireland,ACM0012;,LARGE,None,None,N.A.,N.A.,SGS,527243.2767123288,0.0
11329,IGES04741,"Yixing Tiansheng Cement Co., Ltd. Low Temperature Waste Heat Power Generation Project",China,Japan,AM0024;,LARGE,None,None,N.A.,N.A.,JQA,254519.7123287671,0.0
11330,IGES04740,"Yixing Jinshu Cement Co., Ltd. Low Temperature Waste Heat Power Generation Project",China,Japan,AM0024;,LARGE,None,None,N.A.,N.A.,JQA,226131.93698630136,0.0
11331,IGES04129,Shanxi Tunliu 1st Phase 12MW Coke Oven Gas Power Generation and Heat Supply Project,China,Germany,ACM0012;,LARGE,None,None,N.A.,N.A.,RWTUV,821304.9534246576,0.0
11332,IGES03073,"Installation of an energy efficient S-300 Converter in parallel to existing S-200 Converter in Ammonia I, NFCL",India,No Additional Countries,AMS-IID;,SMALL,None,None,N.A.,N.A.,DNV,79461.76438356165,0.0
11333,IGES01135,"10.8 MW Wind Energy Project of Charisma Builders in Maharashtra, India",India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,SGS,170146.602739726,0.0
11334,IGES04719,Yangquan CMM Power Generation Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0008;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,1733185.0849315068,0.0
11335,IGES03941,Replacement of Energy from Fossil Fuels with Energy from CHP Plant at Gwalior Distillers Limited,India,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,SGS,315683.5068493151,0.0
11336,IGES00091,Duanwang CMM Power Generation Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0008;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,859145.1287671233,0.0
11337,IGES03480,"Methane Recovery and Power generation in the Distillery plant of M/S Trichy Distilleries and Chemicals Ltd, Tamilnadu, India",India,No Additional Countries,AMS-IC; AMS-ID; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,SGS,509109.4438356165,0.0
11338,IGES02427,Feed switchover from Naphtha to Natural Gas at Phulpur plant of IFFCO at Phulpur Allahabad Uttar Pradesh by Indian Farmers Fertiliser Cooperative Ltd,India,Spain,AM0050;,LARGE,None,None,N.A.,N.A.,DNV,3471620.8684931514,0.0
11339,IGES02222,"Demand side energy efficiency program by Coelba for low-income residential customers in Salvador, Bahia.",Brazil,No Additional Countries,AMS-IIC;,SMALL,None,None,N.A.,N.A.,SGS,33829.26575342466,0.0
11340,IGES01735,BHL Budhana project,India,No Additional Countries,ACM0002; ACM0006;,LARGE,None,None,N.A.,N.A.,DNV,452480.0,0.0
11341,IGES03479,Methane recovery and power generation at Mohit Petrochemicals Ltd,India,No Additional Countries,AMS-IC; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,SGS,325459.1424657534,0.0
11342,IGES01559,ANGAMARCA Hydroelectric Project,Ecuador,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,DNV,1619607.649315069,0.0
11343,IGES04113,Shanghai Zhadian Conversion from Single Cycle to Combined Cycle Power Generation Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0007;,LARGE,None,None,N.A.,N.A.,TUEV-RHEIN,2047610.8356164386,0.0
11344,IGES03345,Lin Jiang Bundled Small Hydroelectric Project,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,306867.0575342466,0.0
11345,IGES01823,Biomass thermal and electricity generation project for Thai Urethane Plastic,Thailand,No Additional Countries,AMS-IC; AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,191732.51506849317,0.0
11346,IGES00012,LMEL 25 MW Waste Heat based Captive Power Plant,India,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,1183374.1232876712,0.0
11347,IGES04579,"Waste Heat Recovery for Captive Power Generation through Coke Dry Quenching system of POSCO, Korea","Korea, Republic of",No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,DNV,536646.9863013698,0.0
11348,IGES04399,"Thermal energy production from renewable energy – Cargill Animal Nutrition, Villanueva (Honduras)",Honduras,Switzerland,AMS-IC;,SMALL,None,None,N.A.,N.A.,SGS,66658.25753424657,0.0
11349,IGES03474,Methane Recovery and Electricity Generation Project Energía Láctea,Mexico,United Kingdom of Great Britain and Northern Ireland,AMS-ID; AMS-IIID;,SMALL,None,None,N.A.,N.A.,DNV,250221.895890411,0.0
11350,IGES02089,Co-composting of EFB and POME at PT. Kriya Swarna Pubian in Lampung,Indonesia,Japan,AMS-IIIF; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,DNV,202785.33698630138,0.0
